,o_chunk,h_chunk,l_chunk,c_chunk
0,"[np.float64(55009.017578159874), np.float64(55009.05920410395), np.float64(55009.33914408208), np.float64(55025.78269169391), np.float64(55018.92323894501), np.float64(55018.03227613003), np.float64(55023.894787163146), np.float64(55035.836880608804), np.float64(55030.1377128768)]","[np.float64(55042.86210927861), np.float64(55009.33914408208), np.float64(55039.22680351627), np.float64(55027.84544972344), np.float64(55018.961973777565), np.float64(55037.29069357598), np.float64(55035.8853152374), np.float64(55036.60743748715), np.float64(55037.096316324096)]","[np.float64(54994.55541800535), np.float64(55009.05920410395), np.float64(54994.14043235261), np.float64(55005.159258097454), np.float64(55010.77849235516), np.float64(55018.03227613003), np.float64(55023.886733662075), np.float64(55020.13568776143), np.float64(55030.1377128768)]","[np.float64(55009.05920410395), np.float64(55009.33914408208), np.float64(55025.78269169391), np.float64(55018.92323894501), np.float64(55018.03227613003), np.float64(55023.894787163146), np.float64(55035.836880608804), np.float64(55030.1377128768), np.float64(55033.98759779513)]"
1,"[np.float64(55003.505254880496), np.float64(55004.038089691705), np.float64(55002.55321321905), np.float64(55005.902777158626), np.float64(55016.73035210908), np.float64(55012.68818956167), np.float64(55017.19055991054), np.float64(55020.6696039024), np.float64(55022.146575635976)]","[np.float64(55004.05849649925), np.float64(55009.78174729394), np.float64(55016.560235707286), np.float64(55024.816050829926), np.float64(55016.73035210908), np.float64(55018.24612919497), np.float64(55025.9732577854), np.float64(55029.65641202955), np.float64(55025.519812787876)]","[np.float64(55003.505254880496), np.float64(54999.59853329042), np.float64(54998.65240351098), np.float64(55004.56833966975), np.float64(55006.06376424559), np.float64(55001.02215863693), np.float64(55008.30966195781), np.float64(55018.75283486584), np.float64(55012.68055551907)]","[np.float64(55004.038089691705), np.float64(55002.55321321905), np.float64(55005.902777158626), np.float64(55016.73035210908), np.float64(55012.68818956167), np.float64(55017.19055991054), np.float64(55020.6696039024), np.float64(55022.146575635976), np.float64(55023.79998711169)]"
2,"[np.float64(55003.07333510757), np.float64(55004.32011061192), np.float64(55009.65495012701), np.float64(55006.460689807835), np.float64(55012.421850280174), np.float64(55022.645121066875), np.float64(55014.965287081606), np.float64(55028.794049276716), np.float64(55038.06111651778)]","[np.float64(55004.32835899272), np.float64(55010.13089679816), np.float64(55019.504493185435), np.float64(55012.421850280174), np.float64(55029.58254461923), np.float64(55034.08572614734), np.float64(55028.794049276716), np.float64(55043.86274578957), np.float64(55038.06111651778)]","[np.float64(55000.61570117712), np.float64(55003.85802553696), np.float64(54994.81836636503), np.float64(54998.522811167146), np.float64(55007.5099673008), np.float64(55014.965287081606), np.float64(55003.593584204216), np.float64(55028.794049276716), np.float64(55025.02350911972)]","[np.float64(55004.32011061192), np.float64(55009.65495012701), np.float64(55006.460689807835), np.float64(55012.421850280174), np.float64(55022.645121066875), np.float64(55014.965287081606), np.float64(55028.794049276716), np.float64(55038.06111651778), np.float64(55027.477927975066)]"
3,"[np.float64(55004.023395257595), np.float64(55005.38774043918), np.float64(55011.60249886155), np.float64(55013.17389423043), np.float64(55012.54626646996), np.float64(55017.38736873776), np.float64(55020.03274329305), np.float64(55026.93610178948), np.float64(55023.58960599661)]","[np.float64(55005.40618351812), np.float64(55015.72938550582), np.float64(55018.99522142526), np.float64(55013.17389423043), np.float64(55018.29764172999), np.float64(55020.07156393252), np.float64(55036.0240032704), np.float64(55030.60826148742), np.float64(55040.52895823482)]","[np.float64(54998.25833054355), np.float64(55005.36816854437), np.float64(55007.51268650249), np.float64(55012.54626646996), np.float64(55008.49281535692), np.float64(55017.09245574558), np.float64(55013.91841562442), np.float64(55016.59544309985), np.float64(55022.62423916963)]","[np.float64(55005.38774043918), np.float64(55011.60249886155), np.float64(55013.17389423043), np.float64(55012.54626646996), np.float64(55017.38736873776), np.float64(55020.03274329305), np.float64(55026.93610178948), np.float64(55023.58960599661), np.float64(55036.06581264794)]"
4,"[np.float64(55002.5852298981), np.float64(55005.50397490442), np.float64(55004.074630466705), np.float64(55010.571246458894), np.float64(55014.56408428669), np.float64(55017.90615541429), np.float64(55021.4953685999), np.float64(55024.12173058868), np.float64(55027.37719049156)]","[np.float64(55005.50397490442), np.float64(55011.968576095285), np.float64(55014.46540261807), np.float64(55030.163969102745), np.float64(55025.55194807161), np.float64(55021.50851963964), np.float64(55029.51900131408), np.float64(55027.39528256406), np.float64(55028.79551443701)]","[np.float64(54988.125816589505), np.float64(55004.074630466705), np.float64(55004.074630466705), np.float64(55010.571246458894), np.float64(54996.28513153046), np.float64(55012.36459010168), np.float64(55021.4953685999), np.float64(55021.04047536184), np.float64(55027.37719049156)]","[np.float64(55005.50397490442), np.float64(55004.074630466705), np.float64(55010.571246458894), np.float64(55014.56408428669), np.float64(55017.90615541429), np.float64(55021.4953685999), np.float64(55024.12173058868), np.float64(55027.37719049156), np.float64(55028.23729428471)]"
5,"[np.float64(55004.671896358734), np.float64(55004.03903428317), np.float64(55013.62517457724), np.float64(55014.75281792224), np.float64(55019.35493855), np.float64(55016.667391181894), np.float64(55026.061424299485), np.float64(55031.85760796667), np.float64(55033.87356500924)]","[np.float64(55007.533508893444), np.float64(55013.633577430795), np.float64(55023.385236412214), np.float64(55027.679404238086), np.float64(55022.934420513324), np.float64(55026.061424299485), np.float64(55036.20855699033), np.float64(55040.1810288102), np.float64(55036.53129462102)]","[np.float64(55002.99782403349), np.float64(54990.267989382446), np.float64(55013.62517457724), np.float64(55014.49198173606), np.float64(55016.667391181894), np.float64(55010.632945020414), np.float64(55023.96552186729), np.float64(55031.85760796667), np.float64(55025.2311312262)]","[np.float64(55004.03903428317), np.float64(55013.62517457724), np.float64(55014.75281792224), np.float64(55019.35493855), np.float64(55016.667391181894), np.float64(55026.061424299485), np.float64(55031.85760796667), np.float64(55033.87356500924), np.float64(55036.51302343905)]"
6,"[np.float64(55003.04600587488), np.float64(55005.67459795177), np.float64(55008.676481211194), np.float64(55007.78515618444), np.float64(55012.196284679776), np.float64(55018.309403640334), np.float64(55011.70140397966), np.float64(55024.4525790751), np.float64(55019.81268899322)]","[np.float64(55007.27191713327), np.float64(55011.10670802735), np.float64(55008.69482665439), np.float64(55025.66179545006), np.float64(55021.86219556435), np.float64(55018.32781511809), np.float64(55028.04976623487), np.float64(55024.52194730554), np.float64(55034.79041576768)]","[np.float64(54998.54554411684), np.float64(55002.49362280075), np.float64(55007.78515618444), np.float64(55005.460358323304), np.float64(55007.39162696022), np.float64(55008.88351017227), np.float64(55011.70140397966), np.float64(55010.62011030531), np.float64(55017.5257547957)]","[np.float64(55005.67459795177), np.float64(55008.676481211194), np.float64(55007.78515618444), np.float64(55012.196284679776), np.float64(55018.309403640334), np.float64(55011.70140397966), np.float64(55024.4525790751), np.float64(55019.81268899322), np.float64(55031.00882506669)]"
7,"[np.float64(55004.051839534346), np.float64(55003.98088153959), np.float64(55006.07348543227), np.float64(55012.91894686401), np.float64(55013.127396183016), np.float64(55018.407200816575), np.float64(55017.06831699133), np.float64(55024.23182876051), np.float64(55026.291009740235)]","[np.float64(55011.347349575), np.float64(55010.482977788175), np.float64(55020.341234626016), np.float64(55019.846171380304), np.float64(55022.50249561502), np.float64(55023.617609550216), np.float64(55032.36640536907), np.float64(55040.71206436346), np.float64(55038.32898586265)]","[np.float64(54992.44600796282), np.float64(55000.89959100946), np.float64(55006.05991213133), np.float64(55003.382806518566), np.float64(55008.79280880244), np.float64(55003.290685456384), np.float64(55017.01075212709), np.float64(55014.17242394159), np.float64(55020.55021165418)]","[np.float64(55003.98088153959), np.float64(55006.07348543227), np.float64(55012.91894686401), np.float64(55013.127396183016), np.float64(55018.407200816575), np.float64(55017.06831699133), np.float64(55024.23182876051), np.float64(55026.291009740235), np.float64(55033.64223242939)]"
8,"[np.float64(55004.499540376666), np.float64(55010.959651104815), np.float64(55007.54630948604), np.float64(55007.15791194231), np.float64(55017.660242035396), np.float64(55016.0724974218), np.float64(55027.91680079341), np.float64(55020.18100153953), np.float64(55026.83668531359)]","[np.float64(55018.1186257691), np.float64(55017.47483281754), np.float64(55012.37622520799), np.float64(55023.959137531616), np.float64(55021.62558243276), np.float64(55042.131954482866), np.float64(55037.149722742404), np.float64(55027.1556564319), np.float64(55034.38287174438)]","[np.float64(55000.43535637217), np.float64(55002.44916576495), np.float64(54991.33844130381), np.float64(54999.93419058999), np.float64(55008.80337040048), np.float64(55010.51726987896), np.float64(55019.551015828125), np.float64(55012.26663591201), np.float64(55022.41581341163)]","[np.float64(55010.959651104815), np.float64(55007.54630948604), np.float64(55007.15791194231), np.float64(55017.660242035396), np.float64(55016.0724974218), np.float64(55027.91680079341), np.float64(55020.18100153953), np.float64(55026.83668531359), np.float64(55030.691712218526)]"
9,"[np.float64(55003.187957375354), np.float64(55010.43775366843), np.float64(55001.96999546171), np.float64(55010.809638617044), np.float64(55012.062308940294), np.float64(55021.315136287514), np.float64(55024.083492389924), np.float64(55026.24255859018), np.float64(55037.39851046443)]","[np.float64(55022.319224956445), np.float64(55019.01962676991), np.float64(55013.2678462522), np.float64(55033.165792195105), np.float64(55023.34098894879), np.float64(55034.54707715246), np.float64(55026.24255859018), np.float64(55043.2151269803), np.float64(55043.40916559981)]","[np.float64(54998.30522295153), np.float64(54997.53150239869), np.float64(55001.96999546171), np.float64(55010.809638617044), np.float64(54998.460691624525), np.float64(55021.315136287514), np.float64(55024.032509017896), np.float64(55017.326125191095), np.float64(55031.60342053473)]","[np.float64(55010.43775366843), np.float64(55001.96999546171), np.float64(55010.809638617044), np.float64(55012.062308940294), np.float64(55021.315136287514), np.float64(55024.083492389924), np.float64(55026.24255859018), np.float64(55037.39851046443), np.float64(55031.60342053473)]"
